"FeatureCode","City","FeatureType","Year","Measurement","Units","Value","Energy Type","Energy Consuming Sector"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",129.243,"Petroleum Products","Agriculture"
"S12000047","Fife","Council Area",2016,"Count","GWh",10.212,"Manufactured Fuels","Industrial"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",6.287,"Bioenergy & Wastes","Commercial"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",16.085,"Petroleum Products","Industrial"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",688.584,"Gas","Commercial"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",0,"Coal","Rail"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",1.933,"Coal","Domestic"
"S12000030","Stirling","Council Area",2016,"Count","GWh",12.099,"Bioenergy & Wastes","Domestic"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",89.858,"Electricity","Industrial & Commercial"
"S12000047","Fife","Council Area",2016,"Count","GWh",7129.495,"Petroleum Products","All"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",1.557,"Coal","Industrial"
"S12000023","Orkney Islands","Council Area",2016,"Count","GWh",0.84,"Petroleum Products","Commercial"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",4252.152,"All","All"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",1.206,"Manufactured Fuels","Domestic"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",141.031,"Electricity","Domestic"
"S12000047","Fife","Council Area",2016,"Count","GWh",12393.43,"All","All"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",2964.027,"Petroleum Products","All"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",0.038,"Coal","Industrial"
"S12000020","Moray","Council Area",2016,"Count","GWh",16.912,"Coal","Industrial"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",0.739,"Petroleum Products","Public Sector"
"S12000017","Highland","Council Area",2016,"Count","GWh",2.914,"Coal","Rail"
"S12000047","Fife","Council Area",2016,"Count","GWh",86.754,"Petroleum Products","Rail"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",5.152,"Petroleum Products","Domestic"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",425.564,"Petroleum Products","Road Transport"
"S12000047","Fife","Council Area",2016,"Count","GWh",11.08,"Manufactured Fuels","Domestic"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",2438.327,"Petroleum Products","Road Transport"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",1.318,"Manufactured Fuels","All"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",99.827,"Electricity","Domestic"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",14.088,"Coal","Industrial"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",2531.612,"All","Transport"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",4.202,"Coal","Domestic"
"S12000030","Stirling","Council Area",2016,"Count","GWh",52.358,"Petroleum Products","Industrial"
"S12000020","Moray","Council Area",2016,"Count","GWh",3407.35,"All","All"
"S12000017","Highland","Council Area",2016,"Count","GWh",0,"Coal","Agriculture"
"S12000047","Fife","Council Area",2016,"Count","GWh",106.51,"Bioenergy & Wastes","Industrial"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000020","Moray","Council Area",2016,"Count","GWh",0,"Coal","Agriculture"
"S12000017","Highland","Council Area",2016,"Count","GWh",0.364,"Manufactured Fuels","Industrial"
"S12000047","Fife","Council Area",2016,"Count","GWh",2248.978,"Gas","Domestic"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",9.448,"Petroleum Products","Domestic"
"S12000030","Stirling","Council Area",2016,"Count","GWh",0,"Coal","Rail"
"S12000047","Fife","Council Area",2016,"Count","GWh",356.467,"Gas","Commercial"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",141.968,"Electricity","Industrial"
"S12000017","Highland","Council Area",2016,"Count","GWh",17.019,"Manufactured Fuels","Domestic"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",0.313,"Coal","Commercial"
"S12000005","Clackmannanshire","Council Area",2016,"Count","GWh",0.038,"Coal","Public Sector"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",468.994,"Gas","Industrial"
"S12000030","Stirling","Council Area",2016,"Count","GWh",246.034,"Bioenergy & Wastes","Commercial"
"S12000030","Stirling","Council Area",2016,"Count","GWh",0.24,"Coal","Public Sector"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",6680.051,"All","All"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",1563.538,"All","Industrial & Commercial"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",0.488,"Coal","Domestic"
"S12000023","Orkney Islands","Council Area",2016,"Count","GWh",19.801,"Electricity","Commercial"
"S12000040","West Lothian","Council Area",2016,"Count","GWh",13.499,"Bioenergy & Wastes","Domestic"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",2.286,"Bioenergy & Wastes","Commercial"
"S12000048","Perth and Kinross","Council Area",2016,"Count","GWh",378.932,"Electricity","Industrial & Commercial"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",0.15,"Petroleum Products","Rail"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",366.417,"Electricity","Industrial"
"S12000047","Fife","Council Area",2016,"Count","GWh",2240.232,"Petroleum Products","Road Transport"
"S12000047","Fife","Council Area",2016,"Count","GWh",344.744,"Electricity","Commercial"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",1166.523,"Electricity","All"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",19.029,"Coal","All"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",622.15,"All","Domestic"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",111.671,"Electricity","Industrial"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",0,"Bioenergy & Wastes","Industrial"
"S12000020","Moray","Council Area",2016,"Count","GWh",41.737,"Bioenergy & Wastes","Industrial"
"S12000049","Glasgow City","Council Area",2016,"Count","GWh",5035.525,"Gas","All"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",11.763,"Bioenergy & Wastes","Road Transport"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",64.529,"Electricity","Commercial"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",15.89,"Bioenergy & Wastes","All"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",3.299,"Bioenergy & Wastes","Industrial"
"S12000029","South Lanarkshire","Council Area",2016,"Count","GWh",121.187,"Petroleum Products","Domestic"
"S12000026","Scottish Borders","Council Area",2016,"Count","GWh",3127.949,"All","All"
"S12000047","Fife","Council Area",2016,"Count","GWh",7.736,"Coal","Domestic"
"S12000027","Shetland Islands","Council Area",2016,"Count","GWh",0,"Gas","Commercial"
"S12000020","Moray","Council Area",2016,"Count","GWh",1848.991,"Gas","All"
"S12000020","Moray","Council Area",2016,"Count","GWh",495.535,"Electricity","All"
"S12000047","Fife","Council Area",2016,"Count","GWh",0,"Coal","Rail"
"S12000018","Inverclyde","Council Area",2016,"Count","GWh",0,"Coal","Agriculture"
"S12000020","Moray","Council Area",2016,"Count","GWh",620.307,"All","Transport"
"S12000026","Scottish Borders","Council Area",2016,"Count","GWh",113.924,"Electricity","Commercial"
"S12000041","Angus","Council Area",2019,"Count","GWh",44.635,"Bioenergy & Wastes","Road Transport"
"S12000008","East Ayrshire","Council Area",2019,"Count","GWh",72.646,"Petroleum Products","Industrial"
"S12000041","Angus","Council Area",2019,"Count","GWh",144.45,"Electricity","Commercial"
"S12000011","East Renfrewshire","Council Area",2019,"Count","GWh",769.989,"Gas","All"
"S12000010","East Lothian","Council Area",2019,"Count","GWh",497.321,"Coal","Industrial"
"S12000039","West Dunbartonshire","Council Area",2019,"Count","GWh",0,"Coal","Industrial"
"S12000023","Orkney Islands","Council Area",2019,"Count","GWh",4.988,"Coal","All"
"S12000011","East Renfrewshire","Council Area",2019,"Count","GWh",9.246,"Petroleum Products","Domestic"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",4602.524,"Gas","All"
"S12000050","North Lanarkshire","Council Area",2019,"Count","GWh",2.848,"Petroleum Products","Commercial"
"S12000023","Orkney Islands","Council Area",2019,"Count","GWh",225.719,"All","Industrial & Commercial"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",4.192,"Manufactured Fuels","Domestic"
"S12000011","East Renfrewshire","Council Area",2019,"Count","GWh",0,"Bioenergy & Wastes","Commercial"
"S12000050","North Lanarkshire","Council Area",2019,"Count","GWh",180.931,"Bioenergy & Wastes","All"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",825.562,"Electricity","Domestic"
"S12000008","East Ayrshire","Council Area",2019,"Count","GWh",416.739,"Electricity","All"
"S12000011","East Renfrewshire","Council Area",2019,"Count","GWh",0.77,"Coal","Domestic"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",2268.726,"Electricity","All"
"S12000041","Angus","Council Area",2019,"Count","GWh",7.67,"Bioenergy & Wastes","Commercial"
"S12000041","Angus","Council Area",2019,"Count","GWh",1.28,"Petroleum Products","Commercial"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",2788.162,"All","Transport"
"S12000011","East Renfrewshire","Council Area",2019,"Count","GWh",580.98,"Petroleum Products","Road Transport"
"S12000023","Orkney Islands","Council Area",2019,"Count","GWh",74.043,"Petroleum Products","Domestic"
"S12000041","Angus","Council Area",2019,"Count","GWh",8.81,"Coal","All"
"S12000023","Orkney Islands","Council Area",2019,"Count","GWh",0,"Gas","All"
"S12000011","East Renfrewshire","Council Area",2019,"Count","GWh",611.77,"All","Transport"
"S12000041","Angus","Council Area",2019,"Count","GWh",0.171,"Coal","Commercial"
"S12000023","Orkney Islands","Council Area",2019,"Count","GWh",2.529,"Manufactured Fuels","All"
"S12000011","East Renfrewshire","Council Area",2019,"Count","GWh",28.205,"Bioenergy & Wastes","Road Transport"
"S12000050","North Lanarkshire","Council Area",2019,"Count","GWh",3.368,"Coal","All"
"S12000010","East Lothian","Council Area",2019,"Count","GWh",141.078,"Electricity","Industrial"
"S12000041","Angus","Council Area",2019,"Count","GWh",963.885,"All","Domestic"
"S12000008","East Ayrshire","Council Area",2019,"Count","GWh",753.632,"Gas","Domestic"
"S12000041","Angus","Council Area",2019,"Count","GWh",10.795,"Bioenergy & Wastes","Industrial"
"S12000011","East Renfrewshire","Council Area",2019,"Count","GWh",208.875,"All","Industrial & Commercial"
"S12000010","East Lothian","Council Area",2019,"Count","GWh",783.961,"Petroleum Products","Road Transport"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",2909.64,"Petroleum Products","All"
"S12000041","Angus","Council Area",2019,"Count","GWh",98.47,"Petroleum Products","Industrial"
"S12000023","Orkney Islands","Council Area",2019,"Count","GWh",29.877,"Electricity","Commercial"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",13.167,"Bioenergy & Wastes","Domestic"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",0,"Coal","Rail"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",2609.726,"Petroleum Products","Road Transport"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",207.672,"Petroleum Products","Industrial"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",14.348,"Coal","All"
"S12000023","Orkney Islands","Council Area",2019,"Count","GWh",18.52,"Bioenergy & Wastes","All"
"S12000008","East Ayrshire","Council Area",2019,"Count","GWh",328.059,"Bioenergy & Wastes","All"
"S12000008","East Ayrshire","Council Area",2019,"Count","GWh",99.233,"Petroleum Products","Agriculture"
"S12000008","East Ayrshire","Council Area",2019,"Count","GWh",1.061,"Petroleum Products","Commercial"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",724.282,"Electricity","Industrial"
"S12000041","Angus","Council Area",2019,"Count","GWh",0,"Manufactured Fuels","Industrial"
"S12000050","North Lanarkshire","Council Area",2019,"Count","GWh",144.283,"Bioenergy & Wastes","Road Transport"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",0.273,"Coal","Public Sector"
"S12000008","East Ayrshire","Council Area",2019,"Count","GWh",4,"Coal","Domestic"
"S12000008","East Ayrshire","Council Area",2019,"Count","GWh",117.204,"Electricity","Industrial"
"S12000050","North Lanarkshire","Council Area",2019,"Count","GWh",0.864,"Bioenergy & Wastes","Industrial"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",5.103,"Petroleum Products","Public Sector"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",792.668,"Gas","Commercial"
"S12000050","North Lanarkshire","Council Area",2019,"Count","GWh",3084.107,"All","Transport"
"S12000023","Orkney Islands","Council Area",2019,"Count","GWh",166.558,"All","Domestic"
"S12000008","East Ayrshire","Council Area",2019,"Count","GWh",124.914,"Gas","Commercial"
"S12000041","Angus","Council Area",2019,"Count","GWh",3.414,"Coal","Domestic"
"S12000011","East Renfrewshire","Council Area",2019,"Count","GWh",0.01,"Coal","Commercial"
"S12000041","Angus","Council Area",2019,"Count","GWh",0.14,"Petroleum Products","Public Sector"
"S12000011","East Renfrewshire","Council Area",2019,"Count","GWh",37.309,"Electricity","Industrial"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",5.173,"Petroleum Products","Commercial"
"S12000011","East Renfrewshire","Council Area",2019,"Count","GWh",74.34,"Electricity","Industrial & Commercial"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",718.882,"Electricity","Commercial"
"S12000023","Orkney Islands","Council Area",2019,"Count","GWh",126.067,"Petroleum Products","Agriculture"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",185.108,"Bioenergy & Wastes","All"
"S12000011","East Renfrewshire","Council Area",2019,"Count","GWh",37.21,"Bioenergy & Wastes","All"
"S12000023","Orkney Islands","Council Area",2019,"Count","GWh",0,"Gas","Domestic"
"S12000008","East Ayrshire","Council Area",2019,"Count","GWh",116.33,"Electricity","Commercial"
"S12000036","City of Edinburgh","Council Area",2019,"Count","GWh",4.274,"Manufactured Fuels","All"
"S12000023","Orkney Islands","Council Area",2019,"Count","GWh",0,"Coal","Agriculture"
"S12000011","East Renfrewshire","Council Area",2019,"Count","GWh",0.389,"Petroleum Products","Commercial"
"S12000005","Clackmannanshire","Council Area",2019,"Count","GWh",107.557,"Electricity","Commercial"
"S12000026","Scottish Borders","Council Area",2019,"Count","GWh",1563.115,"Petroleum Products","All"
"S12000033","Aberdeen City","Council Area",2019,"Count","GWh",13.961,"Coal","Industrial"
"S12000045","East Dunbartonshire","Council Area",2019,"Count","GWh",1786.335,"All","All"
"S12000005","Clackmannanshire","Council Area",2019,"Count","GWh",0.476,"Petroleum Products","Commercial"
"S12000005","Clackmannanshire","Council Area",2019,"Count","GWh",0,"Bioenergy & Wastes","Industrial"
"S12000045","East Dunbartonshire","Council Area",2019,"Count","GWh",915.26,"Gas","All"
"S12000017","Highland","Council Area",2019,"Count","GWh",1949.251,"All","Domestic"
"S12000017","Highland","Council Area",2019,"Count","GWh",1133.137,"Gas","All"
"S12000017","Highland","Council Area",2019,"Count","GWh",62.74,"Bioenergy & Wastes","Domestic"
"S12000021","North Ayrshire","Council Area",2019,"Count","GWh",47.715,"Petroleum Products","Agriculture"
"S12000033","Aberdeen City","Council Area",2019,"Count","GWh",5.877,"Manufactured Fuels","Industrial"
"S12000017","Highland","Council Area",2019,"Count","GWh",1.737,"Coal","Commercial"
"S12000033","Aberdeen City","Council Area",2019,"Count","GWh",2046.401,"All","Industrial & Commercial"
"S12000033","Aberdeen City","Council Area",2019,"Count","GWh",11.827,"Petroleum Products","Agriculture"
"S12000017","Highland","Council Area",2019,"Count","GWh",2.904,"Coal","Rail"
"S12000033","Aberdeen City","Council Area",2019,"Count","GWh",700.199,"Electricity","Industrial & Commercial"
"S12000039","West Dunbartonshire","Council Area",2019,"Count","GWh",735.441,"Gas","All"
